repo,commenter,month,churn_add,churn_del,comment_count,commit_count,issue_count,pr_count,thread_comments_total,thread_participants_total,threads_participated,active_months,active,last_active_month,engagement_label
godotengine/godot,AeioMuch,2024/5/1,0,0,0,0,1,0,0,0,0,13,TRUE,2025/4/1,Engaged
godotengine/godot,AeioMuch,2024/6/1,5,4,0,1,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
godotengine/godot,AeioMuch,2024/7/1,1,0,0,1,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
godotengine/godot,AeioMuch,2024/8/1,25,15,0,1,1,1,0,0,0,13,TRUE,2025/4/1,Engaged
godotengine/godot,AeioMuch,2024/11/1,0,0,0,0,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
godotengine/godot,AeioMuch,2024/12/1,33,35,0,1,1,1,0,0,0,13,TRUE,2025/4/1,Engaged
godotengine/godot,AeioMuch,2025/1/1,0,0,2,0,1,0,44,28,1,13,TRUE,2025/4/1,Engaged
godotengine/godot,AeioMuch,2025/2/1,0,0,0,0,1,0,0,0,0,13,TRUE,2025/4/1,Engaged
godotengine/godot,AeioMuch,2025/3/1,4,4,0,2,1,2,0,0,0,13,TRUE,2025/4/1,Engaged
godotengine/godot,AeioMuch,2025/4/1,0,0,0,0,1,0,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2024/2/1,363,415,0,2,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2024/3/1,60,24,0,3,0,3,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2024/4/1,7,6,0,1,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2024/5/1,42,16,0,3,0,5,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2024/6/1,390,4,0,2,0,0,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2024/7/1,5,3,0,2,0,3,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2024/8/1,1,1,0,1,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2024/10/1,4,0,0,1,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2024/11/1,69,8,0,1,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2024/12/1,26,16,0,1,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2025/1/1,55,45,0,2,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2025/2/1,1759,460,0,4,0,3,0,0,0,13,TRUE,2025/4/1,Engaged
grafana/grafana,AgnesToulet,2025/4/1,145,74,0,2,0,4,0,0,0,13,TRUE,2025/4/1,Engaged
angular/angular,Ahmed-Hakeem,2024/2/1,0,0,0,0,0,2,0,0,0,7,TRUE,2025/2/1,Disengaged
angular/angular,Ahmed-Hakeem,2024/3/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/2/1,Disengaged
angular/angular,Ahmed-Hakeem,2024/4/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/2/1,Disengaged
angular/angular,Ahmed-Hakeem,2024/6/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/2/1,Disengaged
angular/angular,Ahmed-Hakeem,2024/11/1,0,0,0,0,0,6,0,0,0,7,TRUE,2025/2/1,Disengaged
angular/angular,Ahmed-Hakeem,2024/12/1,16,9,0,2,0,3,0,0,0,7,TRUE,2025/2/1,Disengaged
angular/angular,Ahmed-Hakeem,2025/2/1,49,7,0,1,0,0,0,0,0,7,TRUE,2025/2/1,Disengaged
huggingface/diffusers,AhmedAlmaghz,2024/8/1,0,0,0,0,0,1,0,0,0,6,TRUE,2025/1/1,Disengaged
huggingface/transformers,AhmedAlmaghz,2024/8/1,331,0,0,1,0,298,0,0,0,6,TRUE,2025/1/1,Disengaged
huggingface/transformers,AhmedAlmaghz,2024/9/1,5835,2,0,1,0,0,0,0,0,6,TRUE,2025/1/1,Disengaged
huggingface/transformers,AhmedAlmaghz,2024/10/1,4248,40,0,3,0,1,0,0,0,6,TRUE,2025/1/1,Disengaged
huggingface/transformers,AhmedAlmaghz,2024/11/1,1587,12,0,3,0,0,0,0,0,6,TRUE,2025/1/1,Disengaged
huggingface/transformers,AhmedAlmaghz,2024/12/1,1443,13,0,4,0,9,0,0,0,6,TRUE,2025/1/1,Disengaged
huggingface/transformers,AhmedAlmaghz,2025/1/1,2672,12,0,3,0,0,0,0,0,6,TRUE,2025/1/1,Disengaged
pytorch/pytorch,Aidyn-A,2024/2/1,0,0,0,0,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2024/3/1,0,0,0,0,0,9,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2024/4/1,0,0,0,0,0,3,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2024/5/1,0,0,0,0,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2024/7/1,0,0,0,0,0,5,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2024/8/1,0,0,0,0,0,3,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2024/9/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2024/12/1,0,0,0,0,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2025/1/1,0,0,0,0,0,5,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2025/2/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2025/3/1,0,0,0,0,0,3,0,0,0,12,TRUE,2025/4/1,Engaged
pytorch/pytorch,Aidyn-A,2025/4/1,44,34,0,2,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
Langgenius/dify,AkaraChen,2024/10/1,2,2,0,2,0,3,0,0,0,4,TRUE,2025/1/1,Disengaged
Langgenius/dify,AkaraChen,2024/11/1,131,14,0,1,0,2,0,0,0,4,TRUE,2025/1/1,Disengaged
Langgenius/dify,AkaraChen,2024/12/1,62,12,0,3,0,3,0,0,0,4,TRUE,2025/1/1,Disengaged
Langgenius/dify,AkaraChen,2025/1/1,0,0,0,0,0,2,0,0,0,4,TRUE,2025/1/1,Disengaged
ansible/ansible,Akasurde,2024/2/1,160,63,7,4,0,5,12,3,1,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2024/3/1,2043,1674,2,16,0,16,7,4,1,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2024/4/1,246,178,0,14,0,19,0,0,0,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2024/5/1,1125,345,2,12,0,27,12,7,1,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2024/6/1,232,161,0,6,0,15,0,0,0,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2024/7/1,177,52,0,6,0,23,0,0,0,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2024/8/1,205,156,2,5,0,0,12,7,1,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2024/9/1,41,35,0,2,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2024/10/1,545,791,0,16,0,29,0,0,0,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2024/11/1,36,63,0,4,0,15,0,0,0,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2024/12/1,669,102,0,10,0,5,0,0,0,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2025/1/1,327,78,0,12,0,18,0,0,0,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2025/2/1,50,54,0,5,0,7,0,0,0,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2025/3/1,709,13,0,5,0,10,0,0,0,15,TRUE,2025/4/1,Engaged
ansible/ansible,Akasurde,2025/4/1,188,57,0,8,0,10,0,0,0,15,TRUE,2025/4/1,Engaged
vercel/next.js,AkifumiSato,2024/2/1,9,5,0,1,0,1,0,0,0,3,TRUE,2024/6/1,Disengaged
vercel/next.js,AkifumiSato,2024/5/1,0,0,0,0,1,0,0,0,0,3,TRUE,2024/6/1,Disengaged
vercel/next.js,AkifumiSato,2024/6/1,0,0,0,0,1,0,0,0,0,3,TRUE,2024/6/1,Disengaged
kubernetes/kubernetes,AkihiroSuda,2024/2/1,1198,481,0,8,0,11,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2024/2/1,6476,2912,0,5,0,1,0,0,0,15,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,AkihiroSuda,2024/3/1,5487,2557,0,16,0,3,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2024/3/1,789,227,0,8,0,4,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2024/4/1,0,0,0,0,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,AkihiroSuda,2024/5/1,9,0,0,1,0,1,0,0,0,15,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,AkihiroSuda,2024/6/1,3,2,0,2,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2024/6/1,349,197,0,9,0,0,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2024/7/1,13381,15911,0,20,0,6,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2024/8/1,245,177,4,5,0,2,21,4,1,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2024/9/1,9,5,0,1,0,0,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2024/10/1,4974,4398,0,14,0,3,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2024/11/1,43,28,0,2,0,0,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2024/12/1,5080,1371,0,10,0,0,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2025/1/1,4187,1152,0,12,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,AkihiroSuda,2025/2/1,313,72,0,3,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2025/2/1,33,9,0,3,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2025/3/1,4346,3099,0,19,0,4,0,0,0,15,TRUE,2025/4/1,Engaged
moby/moby,AkihiroSuda,2025/4/1,728,593,0,13,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
Langgenius/dify,AkisAya,2024/10/1,4,2,0,1,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
Langgenius/dify,AkisAya,2024/11/1,10,9,0,2,0,2,0,0,0,3,TRUE,2024/12/1,Disengaged
Langgenius/dify,AkisAya,2024/12/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
saltstack/salt,Akm0d,2024/3/1,0,0,0,0,0,2,0,0,0,9,TRUE,2024/12/1,Disengaged
saltstack/salt,Akm0d,2024/4/1,0,0,0,0,0,2,0,0,0,9,TRUE,2024/12/1,Disengaged
saltstack/salt,Akm0d,2024/5/1,0,0,0,0,0,1,0,0,0,9,TRUE,2024/12/1,Disengaged
saltstack/salt,Akm0d,2024/6/1,158,152,3,4,0,1,13,3,1,9,TRUE,2024/12/1,Disengaged
saltstack/salt,Akm0d,2024/7/1,214,90,0,6,0,3,0,0,0,9,TRUE,2024/12/1,Disengaged
saltstack/salt,Akm0d,2024/8/1,0,0,3,0,0,0,14,9,1,9,TRUE,2024/12/1,Disengaged
saltstack/salt,Akm0d,2024/9/1,579,308,0,14,0,1,0,0,0,9,TRUE,2024/12/1,Disengaged
saltstack/salt,Akm0d,2024/10/1,0,0,0,0,0,1,0,0,0,9,TRUE,2024/12/1,Disengaged
saltstack/salt,Akm0d,2024/12/1,0,0,0,0,1,1,0,0,0,9,TRUE,2024/12/1,Disengaged
nuxt/nuxt,Akryum,2024/2/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/3/1,Engaged
nuxt/nuxt,Akryum,2024/11/1,2,2,0,1,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
nuxt/nuxt,Akryum,2025/3/1,160,4,0,2,0,2,0,0,0,3,TRUE,2025/3/1,Engaged
vercel/next.js,AlbinoGeek,2024/7/1,0,0,2,0,0,0,110,58,1,3,TRUE,2024/9/1,Disengaged
vercel/next.js,AlbinoGeek,2024/8/1,0,0,3,0,0,0,110,58,1,3,TRUE,2024/9/1,Disengaged
vercel/next.js,AlbinoGeek,2024/9/1,0,0,2,0,0,0,110,58,1,3,TRUE,2024/9/1,Disengaged
ClickHouse/ClickHouse,AleksaC,2024/8/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
terraform-providers/terraform-provider-aws,AleksaC,2024/11/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
terraform-providers/terraform-provider-aws,AleksaC,2024/12/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/12/1,Disengaged
angular/angular,AleksanderBodurri,2024/3/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2024/4/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2024/5/1,0,0,0,0,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2024/7/1,0,0,0,0,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2024/8/1,0,0,0,0,0,3,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2024/9/1,0,0,0,0,0,2,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2024/10/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2024/11/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2025/1/1,0,1,0,1,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2025/2/1,11,6,0,1,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2025/3/1,182,110,0,3,0,3,0,0,0,12,TRUE,2025/4/1,Engaged
angular/angular,AleksanderBodurri,2025/4/1,0,0,0,0,0,1,0,0,0,12,TRUE,2025/4/1,Engaged
FreeTubeApp/FreeTube,AlekseiKhatkevich,2024/9/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/4/1,Engaged
FreeTubeApp/FreeTube,AlekseiKhatkevich,2025/2/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/4/1,Engaged
FreeTubeApp/FreeTube,AlekseiKhatkevich,2025/4/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2024/2/1,0,0,0,0,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2024/3/1,0,0,0,0,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2024/4/1,0,0,0,0,0,4,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2024/5/1,0,0,0,0,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2024/6/1,0,0,0,0,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2024/7/1,0,0,0,0,0,1,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2024/8/1,0,0,0,0,0,4,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2024/9/1,0,0,0,0,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2024/11/1,0,0,0,0,0,3,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2024/12/1,0,0,0,0,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2025/1/1,0,0,0,0,0,6,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2025/2/1,0,0,0,0,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2025/3/1,0,0,0,0,0,10,0,0,0,14,TRUE,2025/4/1,Engaged
pytorch/pytorch,AlekseiNikiforovIBM,2025/4/1,23,19,0,2,0,4,0,0,0,14,TRUE,2025/4/1,Engaged
tiangolo/fastapi,AlertRED,2024/4/1,275,0,0,1,0,0,0,0,0,3,TRUE,2024/12/1,Disengaged
tiangolo/fastapi,AlertRED,2024/7/1,194,0,0,1,0,0,0,0,0,3,TRUE,2024/12/1,Disengaged
tiangolo/fastapi,AlertRED,2024/12/1,632,0,0,3,0,0,0,0,0,3,TRUE,2024/12/1,Disengaged
pydantic/pydantic,AlessandroMiola,2024/6/1,7,0,0,1,0,2,0,0,0,3,TRUE,2024/8/1,Disengaged
pydantic/pydantic,AlessandroMiola,2024/7/1,2,2,0,2,0,2,0,0,0,3,TRUE,2024/8/1,Disengaged
pydantic/pydantic,AlessandroMiola,2024/8/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/8/1,Disengaged
vercel/next.js,AlessioGr,2024/5/1,0,0,0,0,1,1,0,0,0,3,TRUE,2024/8/1,Disengaged
vercel/next.js,AlessioGr,2024/6/1,0,0,0,0,1,0,0,0,0,3,TRUE,2024/8/1,Disengaged
vercel/next.js,AlessioGr,2024/8/1,0,0,2,0,0,0,52,25,1,3,TRUE,2024/8/1,Disengaged
ClickHouse/ClickHouse,Alex-Cheng,2024/2/1,0,0,0,0,0,2,0,0,0,3,TRUE,2024/10/1,Disengaged
ClickHouse/ClickHouse,Alex-Cheng,2024/6/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
ClickHouse/ClickHouse,Alex-Cheng,2024/10/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
godotengine/godot,Alex2782,2024/2/1,42,2,0,1,0,1,0,0,0,8,TRUE,2025/3/1,Engaged
godotengine/godot,Alex2782,2024/3/1,2,2,0,2,1,3,0,0,0,8,TRUE,2025/3/1,Engaged
godotengine/godot,Alex2782,2024/6/1,66,15,0,2,0,4,0,0,0,8,TRUE,2025/3/1,Engaged
godotengine/godot,Alex2782,2024/7/1,0,0,0,0,0,2,0,0,0,8,TRUE,2025/3/1,Engaged
godotengine/godot,Alex2782,2024/8/1,24,2,21,1,0,2,76,10,2,8,TRUE,2025/3/1,Engaged
godotengine/godot,Alex2782,2024/11/1,9,7,8,2,1,2,44,6,1,8,TRUE,2025/3/1,Engaged
godotengine/godot,Alex2782,2025/2/1,11,1,0,1,0,1,0,0,0,8,TRUE,2025/3/1,Engaged
godotengine/godot,Alex2782,2025/3/1,79,119,0,2,0,3,0,0,0,8,TRUE,2025/3/1,Engaged
pymc-devs/pymc,AlexAndorra,2024/3/1,23,18,0,1,0,1,0,0,0,7,TRUE,2024/10/1,Disengaged
pymc-devs/pymc,AlexAndorra,2024/4/1,34,1,0,3,1,1,0,0,0,7,TRUE,2024/10/1,Disengaged
pymc-devs/pymc,AlexAndorra,2024/5/1,217,107,0,16,0,2,0,0,0,7,TRUE,2024/10/1,Disengaged
pymc-devs/pymc,AlexAndorra,2024/6/1,24,16,3,3,0,0,14,6,2,7,TRUE,2024/10/1,Disengaged
pymc-devs/pymc,AlexAndorra,2024/7/1,2,0,0,1,0,0,0,0,0,7,TRUE,2024/10/1,Disengaged
pymc-devs/pymc,AlexAndorra,2024/8/1,141,23,0,1,0,1,0,0,0,7,TRUE,2024/10/1,Disengaged
pymc-devs/pymc,AlexAndorra,2024/10/1,0,0,1,0,0,0,2,2,1,7,TRUE,2024/10/1,Disengaged
godotengine/godot,AlexOtsuka,2024/3/1,49,27,0,3,0,3,0,0,0,3,TRUE,2025/3/1,Engaged
godotengine/godot,AlexOtsuka,2024/6/1,0,0,0,0,1,0,0,0,0,3,TRUE,2025/3/1,Engaged
godotengine/godot,AlexOtsuka,2025/3/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
pylint-dev/pylint,AlexWaygood,2024/2/1,2,2,0,1,0,1,0,0,0,4,TRUE,2024/11/1,Disengaged
psf/black,AlexWaygood,2024/3/1,0,0,3,0,0,0,7,6,3,4,TRUE,2024/11/1,Disengaged
pydantic/pydantic,AlexWaygood,2024/5/1,0,0,0,0,0,1,0,0,0,4,TRUE,2024/11/1,Disengaged
apache/airflow,AlexWaygood,2024/11/1,16,17,0,1,0,1,0,0,0,4,TRUE,2024/11/1,Disengaged
apache/airflow,AlexisBRENON,2024/3/1,2,1,0,1,0,2,0,0,0,3,TRUE,2025/4/1,Engaged
apache/airflow,AlexisBRENON,2024/4/1,74,7,0,1,0,0,0,0,0,3,TRUE,2025/4/1,Engaged
apache/airflow,AlexisBRENON,2025/4/1,0,0,0,0,0,2,0,0,0,3,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/2/1,0,0,0,0,0,49,0,0,0,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/3/1,0,0,0,0,0,32,0,0,0,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/4/1,0,0,0,0,1,37,0,0,0,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/5/1,0,0,2,0,1,33,27,3,1,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/6/1,0,0,0,0,0,28,0,0,0,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/7/1,0,0,9,0,0,29,65,13,4,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/8/1,0,0,0,0,0,14,0,0,0,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/9/1,0,0,0,0,0,17,0,0,0,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/10/1,0,0,5,0,1,33,34,17,2,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/11/1,0,0,1,0,0,33,63,22,1,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2024/12/1,0,0,3,0,1,24,24,7,1,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2025/1/1,0,0,1,0,0,22,31,7,1,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2025/2/1,0,0,1,0,0,28,30,9,1,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2025/3/1,0,0,2,0,1,35,24,7,1,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,Algunenano,2025/4/1,297993,3477,1,27,0,19,31,7,1,15,TRUE,2025/4/1,Engaged
storybookjs/storybook,AlirezaEbrahimkhani,2024/5/1,3,3,0,1,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
angular/angular,AlirezaEbrahimkhani,2025/2/1,3,1,0,1,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
storybookjs/storybook,AlirezaEbrahimkhani,2025/4/1,9,5,0,1,0,1,0,0,0,3,TRUE,2025/4/1,Engaged
godotengine/godot,AllenDang,2024/9/1,0,0,0,0,1,0,0,0,0,3,TRUE,2024/11/1,Disengaged
godotengine/godot,AllenDang,2024/10/1,0,0,0,0,1,0,0,0,0,3,TRUE,2024/11/1,Disengaged
godotengine/godot,AllenDang,2024/11/1,0,0,0,0,1,0,0,0,0,3,TRUE,2024/11/1,Disengaged
Langgenius/dify,AllenWriter,2024/7/1,69,70,0,1,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
Langgenius/dify,AllenWriter,2024/8/1,5,5,0,1,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
Langgenius/dify,AllenWriter,2024/10/1,4,4,0,1,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
kubernetes/kubernetes,AllenXu93,2024/3/1,0,0,0,0,0,2,0,0,0,6,TRUE,2025/1/1,Disengaged
kubernetes/kubernetes,AllenXu93,2024/4/1,0,0,0,0,0,1,0,0,0,6,TRUE,2025/1/1,Disengaged
goharbor/harbor,AllenXu93,2024/7/1,0,0,4,0,0,0,16,8,1,6,TRUE,2025/1/1,Disengaged
goharbor/harbor,AllenXu93,2024/9/1,0,0,1,0,0,0,16,8,1,6,TRUE,2025/1/1,Disengaged
goharbor/harbor,AllenXu93,2024/12/1,0,0,1,0,0,0,16,8,1,6,TRUE,2025/1/1,Disengaged
kubernetes/kubernetes,AllenXu93,2025/1/1,0,0,0,0,0,1,0,0,0,6,TRUE,2025/1/1,Disengaged
pytorch/pytorch,AlnisM,2024/6/1,0,0,0,0,0,4,0,0,0,4,TRUE,2024/10/1,Disengaged
pytorch/pytorch,AlnisM,2024/7/1,0,0,0,0,0,31,0,0,0,4,TRUE,2024/10/1,Disengaged
pytorch/pytorch,AlnisM,2024/8/1,0,0,0,0,0,15,0,0,0,4,TRUE,2024/10/1,Disengaged
pytorch/pytorch,AlnisM,2024/10/1,0,0,0,0,0,1,0,0,0,4,TRUE,2024/10/1,Disengaged
storybookjs/storybook,AlonMiz,2024/4/1,0,0,0,0,1,0,0,0,0,4,TRUE,2025/2/1,Disengaged
vercel/next.js,AlonMiz,2024/5/1,0,0,0,0,1,0,0,0,0,4,TRUE,2025/2/1,Disengaged
storybookjs/storybook,AlonMiz,2024/12/1,0,0,1,0,0,0,13,9,1,4,TRUE,2025/2/1,Disengaged
storybookjs/storybook,AlonMiz,2025/2/1,0,0,1,0,0,0,19,13,1,4,TRUE,2025/2/1,Disengaged
pandas-dev/pandas,Aloqeely,2024/3/1,26,3,2,2,0,6,61,23,2,7,TRUE,2024/12/1,Disengaged
scikit-learn/scikit-learn,Aloqeely,2024/3/1,0,5,0,1,0,1,0,0,0,7,TRUE,2024/12/1,Disengaged
tensorflow/tensorflow,Aloqeely,2024/3/1,0,0,1,0,0,2,23,14,1,7,TRUE,2024/12/1,Disengaged
pandas-dev/pandas,Aloqeely,2024/4/1,594,236,7,12,0,13,50,14,2,7,TRUE,2024/12/1,Disengaged
pandas-dev/pandas,Aloqeely,2024/5/1,192,83,0,10,0,11,0,0,0,7,TRUE,2024/12/1,Disengaged
scikit-learn/scikit-learn,Aloqeely,2024/5/1,2,1,0,1,0,1,0,0,0,7,TRUE,2024/12/1,Disengaged
pandas-dev/pandas,Aloqeely,2024/6/1,61,37,4,5,0,7,33,16,1,7,TRUE,2024/12/1,Disengaged
pandas-dev/pandas,Aloqeely,2024/7/1,95,59,0,3,1,2,0,0,0,7,TRUE,2024/12/1,Disengaged
pandas-dev/pandas,Aloqeely,2024/10/1,1,1,0,1,0,0,0,0,0,7,TRUE,2024/12/1,Disengaged
